,model_name,capability,test_name,test_n,pred,true,sent,predicate,arg_pos,pred_pos
189,bert_a3_10ep,FreqAdvPast,FreqAdvPast,14,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last year,visited,5,1
190,bert_a3_10ep,FreqAdvPast,FreqAdvPast,15,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother recently,visited,4,1
191,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,0,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday tomorrow,having,6,3
192,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,1,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday tomorrow,having,6,3
193,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,2,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday today,having,6,3
194,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,3,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday this afternoon,having,7,3
195,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,4,B-ARGM-TMP,B-ARGM-TMP,I will be having my birthday tonight,having,6,3
196,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,5,B-ARGM-TMP,B-ARGM-TMP,The concert begins tonight,begins,3,2
197,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,6,B-ARGM-TMP,B-ARGM-TMP,The concert begins tomorrow,begins,3,2
198,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,7,B-ARGM-TMP,B-ARGM-TMP,The concert begins today,begins,3,2
199,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,8,B-ARGM-TMP,B-ARGM-TMP,The concert begins this afternoon,begins,4,2
200,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,9,B-ARGM-TMP,B-ARGM-TMP,The concert begins tonight,begins,3,2
201,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,10,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving today,arriving,4,3
202,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,11,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving tomorrow,arriving,4,3
203,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,12,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving today,arriving,4,3
204,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,13,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving this afternoon,arriving,5,3
205,bert_a3_10ep,FreqAdvPresent,FreqAdvPresent,14,B-ARGM-TMP,B-ARGM-TMP,Her car is arriving tonight,arriving,4,3
206,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,0,O,B-ARGM-TMP,I will have a party tonight,have,5,2
207,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,1,O,B-ARGM-TMP,I will have a party next week,have,6,2
208,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,2,O,B-ARGM-TMP,I will have a party next month,have,6,2
209,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,3,O,B-ARGM-TMP,I will have a party next year,have,6,2
210,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,4,O,B-ARGM-TMP,I will have a party tomorrow,have,5,2
211,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,5,O,B-ARGM-TMP,I will have a party tonight,have,5,2
212,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,6,B-ARGM-TMP,B-ARGM-TMP,He will go to the park tomorrow,go,6,2
213,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,7,B-ARGM-TMP,B-ARGM-TMP,He will go to the park next week,go,7,2
214,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,8,B-ARGM-TMP,B-ARGM-TMP,He will go to the park next month,go,7,2
215,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,9,B-ARGM-TMP,B-ARGM-TMP,He will go to the park next year,go,7,2
216,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,10,B-ARGM-TMP,B-ARGM-TMP,He will go to the park tomorrow,go,6,2
217,bert_a3_10ep,FreqAdvFuture,FreqAdvFuture,11,B-ARGM-TMP,B-ARGM-TMP,He will go to the park tonight,go,6,2
218,bert_a3_10ep,VarDirTarget,VarDirTarget,0,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the building,jumped,3,2
219,bert_a3_10ep,VarDirTarget,VarDirTarget,1,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the store,ran,5,2
220,bert_a3_10ep,VarDirTarget,VarDirTarget,2,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the school,biked,4,1
221,bert_a3_10ep,VarDirTarget,VarDirTarget,3,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the garbe disposal,biked,4,1
222,bert_a3_10ep,VarDirTarget,VarDirTarget,4,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the gym,biked,4,1
223,bert_a3_10ep,VarDirTarget,VarDirTarget,5,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the school,jumped,3,2
224,bert_a3_10ep,VarDirTarget,VarDirTarget,6,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the store,ran,5,2
225,bert_a3_10ep,VarDirTarget,VarDirTarget,7,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the school,ran,5,2
226,bert_a3_10ep,VarDirTarget,VarDirTarget,8,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the park,jumped,3,2
227,bert_a3_10ep,VarDirTarget,VarDirTarget,9,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
228,bert_a3_10ep,VarDirTarget,VarDirTarget,10,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the school,biked,4,1
229,bert_a3_10ep,VarDirTarget,VarDirTarget,11,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the school,jumped,3,2
230,bert_a3_10ep,VarDirTarget,VarDirTarget,12,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the gym,jumped,3,2
231,bert_a3_10ep,VarDirTarget,VarDirTarget,13,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the cinema,biked,4,1
232,bert_a3_10ep,VarDirTarget,VarDirTarget,14,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the zoo,biked,4,1
233,bert_a3_10ep,VarDirTarget,VarDirTarget,15,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
234,bert_a3_10ep,VarDirTarget,VarDirTarget,16,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the park,jumped,3,2
235,bert_a3_10ep,VarDirTarget,VarDirTarget,17,B-ARGM-DIR,B-ARGM-DIR,I biked from my house to the school,biked,4,1
236,bert_a3_10ep,VarDirTarget,VarDirTarget,18,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
237,bert_a3_10ep,VarDirTarget,VarDirTarget,19,B-ARGM-DIR,B-ARGM-DIR,The dog ran along the road to the cinema,ran,5,2
238,bert_a3_10ep,VarDirTarget,VarDirTarget,20,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the school,jumped,3,2
239,bert_a3_10ep,VarDirTarget,VarDirTarget,21,B-ARG2,B-ARGM-DIR,The dog ran along the road to the gym,ran,5,2
240,bert_a3_10ep,VarDirTarget,VarDirTarget,22,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the restaurant,jumped,3,2
241,bert_a3_10ep,VarDirTarget,VarDirTarget,23,B-ARG2,B-ARGM-DIR,The dog ran along the road to the university,ran,5,2
242,bert_a3_10ep,VarDirTarget,VarDirTarget,24,B-ARGM-DIR,B-ARGM-DIR,The cat jumped forward from the roof to the garbe disposal,jumped,3,2
243,bert_a3_10ep,VarGoalSource,VarGoalSource,0,B-ARG2,B-ARGM-GOL,The laundry should be put onto the floor,put,7,4
244,bert_a3_10ep,VarGoalSource,VarGoalSource,1,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into the red basket,dumped,10,1
245,bert_a3_10ep,VarGoalSource,VarGoalSource,2,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
246,bert_a3_10ep,VarGoalSource,VarGoalSource,3,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
247,bert_a3_10ep,VarGoalSource,VarGoalSource,4,B-ARG2,B-ARGM-GOL,The laundry should be put into the garbage disposal,put,8,4
248,bert_a3_10ep,VarGoalSource,VarGoalSource,5,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
249,bert_a3_10ep,VarGoalSource,VarGoalSource,6,B-ARG2,B-ARGM-GOL,My brother threw a paper into the red basket,threw,8,2
250,bert_a3_10ep,VarGoalSource,VarGoalSource,7,B-ARG2,B-ARGM-GOL,My brother threw a paper into a huge bin,threw,8,2
251,bert_a3_10ep,VarGoalSource,VarGoalSource,8,B-ARG2,B-ARGM-GOL,My brother threw a paper into the garbage disposal,threw,8,2
252,bert_a3_10ep,VarGoalSource,VarGoalSource,9,B-ARG2,B-ARGM-GOL,My brother threw a paper onto the floor,threw,7,2
253,bert_a3_10ep,VarGoalSource,VarGoalSource,10,B-ARG2,B-ARGM-GOL,My brother threw a paper into the red basket,threw,8,2
254,bert_a3_10ep,VarGoalSource,VarGoalSource,11,B-ARG2,B-ARGM-GOL,The laundry should be put onto the floor,put,7,4
255,bert_a3_10ep,VarGoalSource,VarGoalSource,12,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into the garbage disposal,dumped,10,1
256,bert_a3_10ep,VarGoalSource,VarGoalSource,13,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
257,bert_a3_10ep,VarGoalSource,VarGoalSource,14,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
258,bert_a3_10ep,VarGoalSource,VarGoalSource,15,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into a huge bin,dumped,10,1
259,bert_a3_10ep,VarGoalSource,VarGoalSource,16,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
260,bert_a3_10ep,VarGoalSource,VarGoalSource,17,B-ARG2,B-ARGM-GOL,The laundry should be put into a huge bin,put,8,4
261,bert_a3_10ep,VarGoalSource,VarGoalSource,18,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into a huge bin,dumped,10,1
262,bert_a3_10ep,VarGoalSource,VarGoalSource,19,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
263,bert_a3_10ep,VarGoalSource,VarGoalSource,20,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house into the garbage disposal,dumped,10,1
264,bert_a3_10ep,VarGoalSource,VarGoalSource,21,B-ARG2,B-ARGM-GOL,My brother threw a paper into the garbage disposal,threw,8,2
265,bert_a3_10ep,VarGoalSource,VarGoalSource,22,B-ARG2,B-ARGM-GOL,Workers dumped the waste from my house onto the floor,dumped,9,1
266,bert_a3_10ep,VarGoalSource,VarGoalSource,23,B-ARG2,B-ARGM-GOL,The laundry should be put into the red basket,put,8,4
267,bert_a3_10ep,VarGoalSource,VarGoalSource,24,B-ARG2,B-ARGM-GOL,The laundry should be put onto the floor,put,7,4
268,bert_a3_10ep_adv,PatientRight,PatientRight,0,B-ARG1,B-ARG1,There was a book,was,3,1
269,bert_a3_10ep_adv,PatientRight,PatientRight,1,B-ARG0,B-ARG0,There lived a person,lived,3,1
270,bert_a3_10ep_adv,PatientRight,PatientRight,2,B-ARG1,B-ARG1,There lied a book,lied,3,1
271,bert_a3_10ep_adv,PatientRight,PatientRight,3,B-ARG1,B-ARG1,There existed a chair,existed,3,1
272,bert_a3_10ep_adv,PatientRight,PatientRight,4,B-ARG1,B-ARG1,There lied a phone,lied,3,1
273,bert_a3_10ep_adv,PatientRight,PatientRight,5,B-ARG1,B-ARG1,There died a person,died,3,1
274,bert_a3_10ep_adv,PatientRight,PatientRight,6,B-ARG1,B-ARG1,There exists a building,exists,3,1
275,bert_a3_10ep_adv,PatientRight,PatientRight,7,B-ARG1,B-ARG1,There was a phone,was,3,1
276,bert_a3_10ep_adv,PatientRight,PatientRight,8,B-ARG1,B-ARG1,There lays a screen,lays,3,1
277,bert_a3_10ep_adv,PatientRight,PatientRight,9,B-ARG1,B-ARG1,There remains a person,remains,3,1
278,bert_a3_10ep_adv,PatientRight,PatientRight,10,B-ARG1,B-ARG1,There lays a book,lays,3,1
279,bert_a3_10ep_adv,PatientRight,PatientRight,11,B-ARG1,B-ARG1,There hangs a TV,hangs,3,1
280,bert_a3_10ep_adv,PatientRight,PatientRight,12,B-ARG1,B-ARG1,Here exists a book,exists,3,1
281,bert_a3_10ep_adv,PatientRight,PatientRight,13,B-ARG1,B-ARG1,Here runs a computer,runs,3,1
282,bert_a3_10ep_adv,PatientRight,PatientRight,14,B-ARG1,B-ARG1,Here exists a phone,exists,3,1
283,bert_a3_10ep_adv,PatientRight,PatientRight,15,B-ARG1,B-ARG1,Here swings a chair,swings,3,1
284,bert_a3_10ep_adv,PatientRight,PatientRight,16,B-ARG1,B-ARG1,Here spawns a car,spawns,3,1
285,bert_a3_10ep_adv,PatientRight,PatientRight,17,B-ARG1,B-ARG1,Here exists a building,exists,3,1
286,bert_a3_10ep_adv,PatientRight,PatientRight,18,B-ARG1,B-ARG1,Here comes the sun,comes,3,1
287,bert_a3_10ep_adv,PatientRight,PatientRight,19,B-ARG1,B-ARG1,Here projects a shadow,projects,3,1
288,bert_a3_10ep_adv,PatientRight,PatientRight,20,B-ARG1,B-ARG1,Here was a building,was,3,1
289,bert_a3_10ep_adv,PatientRight,PatientRight,21,B-ARG1,B-ARG1,Here is a phone,is,3,1
290,bert_a3_10ep_adv,PatientRight,PatientRight,22,B-ARG1,B-ARG1,Here lays a car,lays,3,1
291,bert_a3_10ep_adv,PatientRight,PatientRight,23,B-ARG1,B-ARG1,Here grows a tree,grows,3,1
292,bert_a3_10ep_adv,PatientRight,PatientRight,24,B-ARG1,B-ARG1,Here floats a computer,floats,3,1
293,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,0,B-ARG0,B-ARG0,Anybody that accidentally yet happily eats in private is unreliable,eats,0,5
294,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,1,B-ARG0,B-ARG0,Nobody that accidentally and sadly eats in private is smart,eats,0,5
295,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,2,B-ARG0,B-ARG0,Anybody that unintentionally and angrily drinks in private is unreliable,drinks,0,5
296,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,3,B-ARG0,B-ARG0,Anybody that intentionally and calmly cries in the bus is smart,cries,0,5
297,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,4,B-ARG0,B-ARG0,Nobody that unintentionally yet sadly cries in public is trustworthy,cries,0,5
298,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,5,B-ARG0,B-ARG0,Anybody that intentionally and happily cries in private is unreliable,cries,0,5
299,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,6,B-ARG0,B-ARG0,Nobody that intentionally and angrily drinks in public is trustworthy,drinks,0,5
300,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,7,B-ARG0,B-ARG0,Nobody that accidentally and calmly drinks in public is smart,drinks,0,5
301,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,8,B-ARG0,B-ARG0,Nobody that unintentionally and sadly laughs in public is unreliable,laughs,0,5
302,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,9,B-ARG0,B-ARG0,Anybody that accidentally yet angrily laughs in public is trustworthy,laughs,0,5
303,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,10,B-ARG0,B-ARG0,Nobody that accidentally and sadly cries in public is smart,cries,0,5
304,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,11,B-ARG0,B-ARG0,Nobody that intentionally and calmly eats in public is unreliable,eats,0,5
305,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,12,B-ARG0,B-ARG0,Anybody that intentionally and calmly eats in the bus is smart,eats,0,5
306,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,13,B-ARG0,B-ARG0,Anybody that unintentionally and happily eats in public is unreliable,eats,0,5
307,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,14,B-ARG0,B-ARG0,Nobody that unintentionally and sadly eats in public is trustworthy,eats,0,5
308,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,15,B-ARG0,B-ARG0,Nobody that accidentally and angrily eats in the bus is smart,eats,0,5
309,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,16,B-ARG0,B-ARG0,Nobody that accidentally yet happily eats in public is unreliable,eats,0,5
310,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,17,B-ARG0,B-ARG0,Nobody that accidentally and sadly cries in the bus is trustworthy,cries,0,5
311,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,18,B-ARG0,B-ARG0,Anybody that intentionally yet sadly eats in the bus is smart,eats,0,5
312,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,19,B-ARG0,B-ARG0,Anybody that intentionally and happily drinks in private is smart,drinks,0,5
313,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,20,B-ARG0,B-ARG0,Nobody that unintentionally and happily laughs in private is unreliable,laughs,0,5
314,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,21,B-ARG0,B-ARG0,Anybody that unintentionally and sadly cries in private is unreliable,cries,0,5
315,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,22,B-ARG0,B-ARG0,Nobody that intentionally and angrily eats in public is trustworthy,eats,0,5
316,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,23,B-ARG0,B-ARG0,Nobody that accidentally and angrily cries in private is trustworthy,cries,0,5
317,bert_a3_10ep_adv,AgentRole3D,AgentRole3D,24,B-ARG0,B-ARG0,Nobody that intentionally and angrily drinks in the bus is smart,drinks,0,5
318,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,0,B-ARG1,B-ARG1,The animal beside that car is blurry,is,1,5
319,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,1,B-ARG1,B-ARG1,The child beside that road is green,is,1,5
320,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,2,B-ARG1,B-ARG1,The mailman near this road is sad,is,1,5
321,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,3,B-ARG1,B-ARG1,The person aside this house is blurry,is,1,5
322,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,4,B-ARG1,B-ARG1,The person aside that road is sad,is,1,5
323,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,5,B-ARG1,B-ARG1,The person beside that car is angry,is,1,5
324,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,6,B-ARG1,B-ARG1,The mailman by that road is sad,is,1,5
325,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,7,B-ARG1,B-ARG1,The child by this road is blurry,is,1,5
326,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,8,B-ARG1,B-ARG1,The animal by that car is sad,is,1,5
327,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,9,B-ARG1,B-ARG1,The person near that house is sad,is,1,5
328,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,10,B-ARG1,B-ARG1,The mailman aside that car is happy,is,1,5
329,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,11,B-ARG1,B-ARG1,The mailman near that road is sad,is,1,5
330,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,12,B-ARG1,B-ARG1,The animal aside that road is happy,is,1,5
331,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,13,B-ARG1,B-ARG1,The mailman aside this car is sad,is,1,5
332,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,14,B-ARG1,B-ARG1,The animal by that road is happy,is,1,5
333,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,15,B-ARG1,B-ARG1,The child near this car is green,is,1,5
334,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,16,B-ARG1,B-ARG1,The animal beside this road is angry,is,1,5
335,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,17,B-ARG1,B-ARG1,The child by that house is angry,is,1,5
336,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,18,B-ARG1,B-ARG1,The person near that car is blurry,is,1,5
337,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,19,B-ARG1,B-ARG1,The person near that car is angry,is,1,5
338,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,20,O,B-ARG1,The person aside this car is blurry,is,1,5
339,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,21,B-ARG1,B-ARG1,The animal aside this house is happy,is,1,5
340,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,22,B-ARG1,B-ARG1,The mailman beside this road is sad,is,1,5
341,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,23,B-ARG1,B-ARG1,The person by that house is sad,is,1,5
342,bert_a3_10ep_adv,PatientRole3D,PatientRole3D,24,B-ARG1,B-ARG1,The animal aside this car is happy,is,1,5
343,bert_a3_10ep_adv,TempAdv,TempAdv,0,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last May,visited,5,1
344,bert_a3_10ep_adv,TempAdv,TempAdv,1,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last January,visited,5,1
345,bert_a3_10ep_adv,TempAdv,TempAdv,2,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last February,visited,5,1
346,bert_a3_10ep_adv,TempAdv,TempAdv,3,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last March,visited,5,1
347,bert_a3_10ep_adv,TempAdv,TempAdv,4,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last April,visited,5,1
348,bert_a3_10ep_adv,TempAdv,TempAdv,5,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last May,visited,5,1
349,bert_a3_10ep_adv,TempAdv,TempAdv,6,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last June,visited,5,1
350,bert_a3_10ep_adv,TempAdv,TempAdv,7,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last July,visited,5,1
351,bert_a3_10ep_adv,TempAdv,TempAdv,8,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last August,visited,5,1
352,bert_a3_10ep_adv,TempAdv,TempAdv,9,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last September,visited,5,1
353,bert_a3_10ep_adv,TempAdv,TempAdv,10,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last October,visited,5,1
354,bert_a3_10ep_adv,TempAdv,TempAdv,11,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last November,visited,5,1
355,bert_a3_10ep_adv,TempAdv,TempAdv,12,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last December,visited,5,1
356,bert_a3_10ep_adv,TempAdv,TempAdv,13,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last Monday,visited,5,1
357,bert_a3_10ep_adv,TempAdv,TempAdv,14,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last Tuesday,visited,5,1
358,bert_a3_10ep_adv,TempAdv,TempAdv,15,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last Wednesday,visited,5,1
359,bert_a3_10ep_adv,TempAdv,TempAdv,16,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last Thursday,visited,5,1
360,bert_a3_10ep_adv,TempAdv,TempAdv,17,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last Friday,visited,5,1
361,bert_a3_10ep_adv,TempAdv,TempAdv,18,B-ARGM-TMP,B-ARGM-TMP,I visited my grandmother last Saturday,visited,5,1
